,Unnamed: 0,Application Number,Orig Funding Request,Cmtd Funding Request,Consulting Firm's Name,Consulting Firm's Email,Applicant Type,Applicant City,Applicant State,Orig Discount,Cmtd Discount,Service Type,Function,funding_gap
81727,81727,170082440,67838,57608,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",10230
56370,56370,170051999,14698,14698,E-Rate Central,whimsworth@e-ratecentral.com,School District,JACKSONVILLE,IL,90 %,90 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
36286,36286,160039859,2527,2527,,,School,CHICAGO,IL,30 %,30 %,Internal Connections,Ups/Battery Backup,0
76321,76321,170063493,1832,1832,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,BENSENVILLE,IL,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
10938,10938,170050808,438,438,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,0
20290,20290,170050808,1748,0,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,"Antennas, Connectors, And Related Components",1748
52375,52375,170060717,5086,1621,E-Rate Funding Solutions Llc,esf1@att.net,School District,PEKIN,IL,60 %,60 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,3465
54243,54243,170060568,3600,3600,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BUFFALO,IL,60 %,60 %,Internal Connections,Router,0
39295,39295,170051385,458,458,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,BLOOMINGDALE,IL,50 %,50 %,Internal Connections,Wap,0
6943,6943,170050808,240,240,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Cabling,0
626,626,160012842,228,432,,,School District,Chicago,IL,50 %,50 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",-204
34292,34292,170049590,1769,1769,E-Rate Central,whimsworth@e-ratecentral.com,Library System,AURORA,IL,20 %,20 %,Internal Connections,Wap,0
75082,75082,170068401,8973,0,,,School District,HARVEY,IL,85 %,85 %,Internal Connections,Switches,8973
47523,47523,160005677,19310,19311,,,School District,BERKELEY,IL,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",-1
17786,17786,170050808,6300,3375,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Wap,2925
57676,57676,170054925,125400,17599,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,85 %,85 %,Basic Maintenance Of Internal Connections,Wap,107801
20068,20068,170050808,11029,0,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Racks,11029
42930,42930,170058978,1200,1200,Ajd Consulting Services,4jdare@gmail.com,School District,BETHANY,IL,10 %,10 %,Internal Connections,Cabling,0
16647,16647,170050808,6057,5904,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Firewall Service And Components,153
85477,85477,170051617,4277,4277,"Erateprogram, Llc",rsenturia@erateprogram.com,School District,RIVER GROVE,IL,80 %,80 %,Internal Connections,Switches,0
41356,41356,160006565,14256,14256,,,School District,OLNEY,IL,80 %,80 %,Managed Internal Broadband Services,Existing Equipment,0
61562,61562,170054925,14264,14264,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
80505,80505,170082440,29959,19681,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internal Connections,Wap,10278
27528,27528,170050808,6883,6883,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Wireless Controller,0
53733,53733,170049717,618,618,Getfunded,john.egan@getfunded.net,School District,GOREVILLE,IL,10 %,10 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
11948,11948,170050808,6687,6687,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Router,0
84859,84859,170062257,5014,5014,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,DOWNERS GROVE,IL,50 %,50 %,Internal Connections,Switches,0
17591,17591,170050808,11012,6692,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Cabling,4320
55737,55737,170052122,2140,2139,,,School District,VERNON HILLS,IL,40 %,40 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,1
39197,39197,170048373,228,228,"E-Rate Elite Services, Inc.",clenhardt@erateelite.com,School District,LINDENWOOD,IL,10 %,10 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
64931,64931,160045514,527,527,,,School District,East Moline,IL,20 %,20 %,Internal Connections,Wap,0
21134,21134,170050808,1238,1238,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Ups/Battery Backup,0
33299,33299,170050808,11327,11327,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,0
62166,62166,170054925,58401,58401,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,Wap,0
66299,66299,170076535,1777,1462,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,ROMEOVILLE,IL,80 %,80 %,Basic Maintenance Of Internal Connections,Ups/Battery Backup,315
36446,36446,160043670,431,395,,,School,LANSING,IL,90 %,90 %,Internal Connections,Cabling,36
33505,33505,170050808,4279,4279,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Router,0
73894,73894,170074514,2340,2340,,,School District,CISNE,IL,20 %,20 %,Internal Connections,Cabling,0
62110,62110,170054925,58401,58401,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Internal Connections,Cabling,0
5026,5026,170050808,1925,1925,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Router,0
62935,62935,170054925,58401,58401,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,Switches,0
47934,47934,170058267,7299,7299,E-Rate Online Llc,msagnella@erateportal.com,School District,BLUE ISLAND,IL,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
49253,49253,170051488,3442,3442,"E-Rate Funding Services, Llc",dave.erfs@att.net,School District,Dongola,IL,85 %,85 %,Basic Maintenance Of Internal Connections,Switches,0
53436,53436,170053112,59755,59755,Btu Consultants,carol@btu-consultants.com,School District,PEORIA,IL,85 %,85 %,Internal Connections,Switches,0
54285,54285,170060568,3600,3600,"E2e Exchange, Llc",sdp@erateexchange.com,School District,BUFFALO,IL,60 %,60 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
12329,12329,170050808,11260,11260,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Wireless Controller,0
66348,66348,170076535,1777,1462,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,ROMEOVILLE,IL,80 %,80 %,Internal Connections,Ups/Battery Backup,315
50977,50977,170054389,16043,16043,"Zeller And Associates, Llc",gzeller@zellerandassociates.com,School District,ROCKTON,IL,50 %,50 %,Internal Connections,Cabling,0
82804,82804,170082440,265789,2897,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internet Access And/Or Telecommunications,Cellular Voice,262892
70043,70043,170078715,675,675,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,ELMHURST,IL,40 %,40 %,Basic Maintenance Of Internal Connections,Router,0
2939,2939,170050808,4100,3305,Resource Renewal Project,baltman@colemangroupconsulitng.com,School,WILMETTE,IL,20 %,20 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,795
54089,54089,170049310,15680,15680,Clientfirst Technology Consulting,mstruwing@clientfirstcg.com,School District,MOUNT PROSPECT,IL,40 %,40 %,Internet Access And/Or Telecommunications,Dark Fiber,0
84295,84295,170082440,210189,194069,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internal Connections,Ups/Battery Backup,16120
23696,23696,170050808,3478,0,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,3478
68946,68946,170073562,22140,22140,Btu Consultants,carol@btu-consultants.com,School District,URBANA,IL,90 %,90 %,Internal Connections,"Antennas, Connectors, And Related Components",0
46269,46269,170067437,32400,32400,,,School District,OAK LAWN,IL,90 %,90 %,Internal Connections,"Antennas, Connectors, And Related Components",0
60550,60550,170054925,14264,14264,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
40231,40231,170057762,1440,713,Ajd Consulting Services,4jdare@gmail.com,School District,WEST FRANKFORT,IL,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",727
48992,48992,170053592,7900,7900,"Infinite Connections, Inc.",jkratochvil@infiniteconnect.net,School District,LANSING,IL,80 %,80 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
81576,81576,170082440,67838,57608,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internal Connections,Cabling,10230
35769,35769,170075722,1153,1153,"Erateprogram, Llc",rsenturia@erateprogram.com,Consortium,Bensonville,IL,62 %,62 %,Internet Access And/Or Telecommunications,Internet Access And Transport Bundled,0
87480,87480,170056450,24522,11395,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,INGLESIDE,IL,80 %,80 %,Basic Maintenance Of Internal Connections,Firewall Service And Components,13127
61671,61671,170054925,58401,58401,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,Wap,0
51953,51953,170049611,28928,28928,E-Rate Central,whimsworth@e-ratecentral.com,School District,PEKIN,IL,60 %,60 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,0
61971,61971,170054925,58401,58401,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,Wap,0
39742,39742,160007476,186,186,,,School District,OGLESBY,IL,20 %,20 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
49875,49875,170050612,1251,1251,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,ELMHURST,IL,40 %,40 %,Internal Connections,Ups/Battery Backup,0
30513,30513,170050808,3911,3911,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Cabling,0
51413,51413,170047945,35076,6017,"Zeller And Associates, Llc",gzeller@zellerandassociates.com,School District,CHICAGO HEIGHTS,IL,85 %,85 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",29059
59356,59356,170054925,14264,14264,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,30 %,30 %,Basic Maintenance Of Internal Connections,Switches,0
82915,82915,170082440,81769,58214,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internal Connections,Firewall Service And Components,23555
24884,24884,170050808,2990,2990,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
58804,58804,170054925,125400,17599,Funds For Learning,jharrington@fundsforlearning.com,School District,CHICAGO,IL,85 %,85 %,Basic Maintenance Of Internal Connections,Cabling,107801
72855,72855,170061194,2523,2523,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,WINTHROP HARBOR,IL,60 %,60 %,Basic Maintenance Of Internal Connections,Wap,0
34049,34049,170050808,6931,0,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Firewall Service And Components,6931
44244,44244,170052290,0,4895,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,ADDISON,IL,0 %,20 %,Internet Access And/Or Telecommunications,Internet Access: Isp Service Only,-4895
73787,73787,170069052,360,360,,,School District,LEBANON,IL,20 %,20 %,Internal Connections,Ups/Battery Backup,0
3358,3358,170050808,3688,3688,Resource Renewal Project,baltman@colemangroupconsulitng.com,School,CHICAGO,IL,60 %,60 %,Basic Maintenance Of Internal Connections,"Antennas, Connectors, And Related Components",0
12508,12508,170050808,4440,0,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Router,4440
40872,40872,160006565,19341,19341,,,School District,ORLAND PARK,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Router,0
55965,55965,170072608,360,360,New Hope Technology Foundation,jhughes@newhopetech.org,School District,HOOPESTON,IL,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
84605,84605,170082440,210189,194069,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internal Connections,Cabling,16120
69938,69938,170079214,2316,2316,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,BARRINGTON,IL,40 %,40 %,Internal Connections,Wap,0
81732,81732,170082440,67838,57608,"Scaletta Consulting, Llc",lpscaletta@gmail.com,School District,CRETE,IL,80 %,80 %,Internal Connections,Wap,10230
56531,56531,160009672,34728,28940,,,School District,HOMEWOOD,IL,60 %,50 %,Internet Access And/Or Telecommunications,Transport Only - No Isp Service Included,5788
56803,56803,170056174,4508,4508,"Infinite Connections, Inc.",jkratochvil@infiniteconnect.net,School District,CHICAGO,IL,30 %,30 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
27750,27750,170050808,12484,12484,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Ups/Battery Backup,0
10667,10667,170050808,7971,7971,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Internal Connections,Racks,0
44195,44195,160008936,607,607,,,School District,ROBINSON,IL,10 %,10 %,Internet Access And/Or Telecommunications,"Voice Service (Analog, Digital, Interconnected Voip, Etc)",0
55659,55659,170063399,35236,35236,Telesolutions Consultants Llc,jerry@telesolutionsconsultants.com,School District,OTTAWA,IL,70 %,70 %,Basic Maintenance Of Internal Connections,Wap,0
10835,10835,170050808,9799,9799,Resource Renewal Project,baltman@colemangroupconsulitng.com,School District,Chicago,IL,50 %,50 %,Basic Maintenance Of Internal Connections,Wap,0
42755,42755,160025433,0,0,,,School,SKOKIE,IL,0 %,0 %,Internet Access And/Or Telecommunications,Cellular Voice,0
49573,49573,170051487,1683,1683,"E-Rate Funding Services, Llc",dave.erfs@att.net,School District,Dongola,IL,30 %,30 %,Internet Access And/Or Telecommunications,Cellular Voice,0
